Name,Price,CPU,RAM,Storage,GPU,Retailer,RAM_GB,Storage_GB,TextFeatures,Cluster
"Lenovo IdeaPad IP 3 17ABA7 R7-5825U/16GB/512 17"" bärbar dator",8995,AMD Ryzen™ 7 5825U processor,"16 GB DDR4 RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen™ 7 5825U processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3 15ABR8 R5-5625U/16GB/512 15.6"" bärbar dator",9995,AMD Ryzen 5 5625U processor,"16 GB DDR4 RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen 5 5625U processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3 15ABR8 R5-5625U/8GB/512 15.6"" bärbar dator",8990,AMD Ryzen 5 5625U processor,"8 GB DDR4 RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,8.0,8.0,AMD Ryzen 5 5625U processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3 15ABR8 R7-5825U/16GB/1024 15.6"" bärbar dator",10990,AMD Ryzen 7 5825U processor,"16 GB DDR4 RAM, 1 TB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16384.0,AMD Ryzen 7 5825U processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3 15ABR8 R7-5825U/16GB/512 15.6"" bärbar dator",10495,AMD Ryzen 7 5825U processor,"16 GB DDR4 RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen 7 5825U processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3 15AMN8 R3-7320U/8GB/128 15.6"" bärbar dator",3990,AMD Ryzen 3 7320U processor,"8 GB LPDDR5 RAM, 128 GB M.2 SSD",,unknown_gpu,Elgiganten,8.0,8.0,AMD Ryzen 3 7320U processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3 i5-12/8/512 15.6"" bärbar dator",10995,Intel® Core™ i5-12450H processor,"8 GB LPDDR5 RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,8.0,8.0,Intel® Core™ i5-12450H processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3 R3/8/128 14"" bärbar dator (Arctic Grey)",6496,AMD Ryzen 3 7320U processor,8GB LPDDR5 RAM; 128GB SSD,,unknown_gpu,Elgiganten,8.0,8.0,AMD Ryzen 3 7320U processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3 R5/16/512 14"" bärbar dator (Arctic Grey)",8496,AMD Ryzen 5 7520U processor,16GB LPDDR5 RAM; 512GB SSD,,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen 5 7520U processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3 R5/8/512 14"" bärbar dator (Arctic Grey)",7495,AMD Ryzen 5 7520U processor,8GB LPDDR5 RAM; 512GB SSD,,unknown_gpu,Elgiganten,8.0,8.0,AMD Ryzen 5 7520U processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3i 15IRH10 i5-13420H/16GB/512 15.3"" bärbar dator",7995,Intel® Core™ i5-13420H processor,"16GB DDR5 RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel® Core™ i5-13420H processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 3x 15Q8X10 Snap-8CSE/16GB/512 15.3"" Copilot+ PC",7995,unknown_cpu,"16GB LPDDR5X RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Lenovo IdeaPad Slim 3x 15Q8X10 Snap-8CSE/24GB/512 15.3"" Copilot+ PC",8995,unknown_cpu,"16GB LPDDR5X RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
Lenovo IdeaPad Slim 3x 15Q8X10 Snap-8CSE/24GB/512/OLED Copilot+ PC,9995,unknown_cpu,"24GB LPDDR5X RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,24.0,24.0,unknown_cpu unknown_gpu,0.0
"Lenovo IdeaPad Slim 5-13 R5-7535HS/8/512/IPS 13.3"" bärbar dator",8989,AMD Ryzen 5 7535HS processor,8GB LPDDR5X RAM; 512GB SSD,,unknown_gpu,Elgiganten,8.0,8.0,AMD Ryzen 5 7535HS processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 5-13 R7-7735HS/16/1TB/IPS 13.3"" bärbar dator",9999,AMD Ryzen 7 7735HS processor,16GB LPDDR5X RAM; 1TB SSD,,unknown_gpu,Elgiganten,16.0,16384.0,AMD Ryzen 7 7735HS processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 5-15 R5-7535HS/16/512/IPS 15.3"" bärbar dator",8989,AMD Ryzen 5 7535HS processor,16GB LPDDR5X RAM; 512GB SSD,,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen 5 7535HS processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 5-15 R7-7735HS/16/1TB/IPS 15.3"" bärbar dator",9999,AMD Ryzen 7 7735HS processor,16GB LPDDR5X RAM; 1TB SSD,,unknown_gpu,Elgiganten,16.0,16384.0,AMD Ryzen 7 7735HS processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 5 i5-12/16/1000 16"" bärbar dator (blå)",7490,Intel® Core™ i5-12450H processor,"16GB LPDDR5 RAM, 1TB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16384.0,Intel® Core™ i5-12450H processor unknown_gpu,7.0
"Lenovo IdeaPad Slim 5 i5-12/8/512 16"" bärbar dator (blå)",6490,Intel® Core™ i5-12450H processor,"8GB LPDDR5 RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,8.0,8.0,Intel® Core™ i5-12450H processor unknown_gpu,3.0
"Lenovo IdeaPad Slim 5x Snap-8C/16/512/IPS 14"" Copilot+ PC",8990,unknown_cpu,"16GB LPDDR5X RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Lenovo IdeaPad Slim 5x Snap-8C/16/512/OLED 14"" Copilot+ PC",9996,unknown_cpu,"16GB LPDDR5X RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
Lenovo LOQ 15IRX9 i5 - 13HX/24/512/3050 16” bärbar dator gaming,9995,Intel® Core™ i5 13450HX processor,"24GB DDR5 RAM, 512 GB M.2 SSD",,Nvidia GeForce RTX 3050 grafik,Elgiganten,24.0,24.0,Intel® Core™ i5 13450HX processor Nvidia GeForce RTX 3050 grafik,7.0
Lenovo LOQ 15IRX9 i5 - 13HX/24/512/4050 16” bärbar dator för gaming,10990,Intel® Core™ i5 13450HX processor,"24GB DDR5 RAM, 512 GB M.2 SSD",,Nvidia GeForce RTX 4050-grafik,Elgiganten,24.0,24.0,Intel® Core™ i5 13450HX processor Nvidia GeForce RTX 4050-grafik,7.0
"Lenovo ThinkPad E14 Gen 6 14"" laptop 21M7002JMX (graphite black)",13899,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor unknown_gpu,7.0
"Lenovo ThinkPad E14 Gen 6 14"" laptop 21M7002YMX (graphite black)",14999,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,9.0
"Lenovo ThinkPad E16 Gen 2 16"" laptop 21MA001TMX (graphite black)",13899,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor unknown_gpu,7.0
"Lenovo ThinkPad E16 Gen 2 16"" laptop 21MA002PMX (graphite black)",12495,Intel Core i5-1335U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core i5-1335U processor unknown_gpu,7.0
"Lenovo ThinkPad L14 Gen 5 14"" laptop 21L1002MMX (eclipse black)",15799,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor unknown_gpu,9.0
"Lenovo ThinkPad L16 Gen 1 16"" laptop 21L3002CMX (svart)",15799,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor unknown_gpu,9.0
"Lenovo ThinkPad L16 Gen 1 16"" laptop 21L30031MX (svart)",17599,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,9.0
"Lenovo ThinkPad T14s Gen 5 14"" laptop 21LS0017MX (svart)",24995,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor unknown_gpu,9.0
"Lenovo ThinkPad T14s Gen 5 14"" laptop 21LS001UMX (svart)",21087,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor unknown_gpu,9.0
"Lenovo ThinkPad T14s Gen 5 14"" laptop 21LS0027MX (svart)",28827,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor unknown_gpu,9.0
"Lenovo ThinkPad T14s Gen 6 14"" laptop 21N10008MX (svart)",24999,unknown_cpu,32 GB LPDDR5X SDRAM,,unknown_gpu,Elgiganten,32.0,32.0,unknown_cpu unknown_gpu,0.0
"Lenovo ThinkPad X1 2-in-1 Gen 9 14"" laptop 21KE0039MX (grå)",31995,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,5.0
"Lenovo ThinkPad X1 2-in-1 Gen 9 14"" laptop 21KE003DMX (grå)",34490,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,5.0
"Lenovo ThinkPad X1 Carbon Gen 12 14"" laptop 21KC004QMX (black paint)",24995,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor unknown_gpu,9.0
"Lenovo ThinkPad X1 Carbon Gen 12 14"" laptop 21KC0051MX (black paint)",26499,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,9.0
"Lenovo ThinkPad X1 Carbon Gen 12 14"" laptop 21KC0053MX (black paint)",30590,Intel Core Ultra 7 155U processor,"32GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,32.0,32.0,Intel Core Ultra 7 155U processor unknown_gpu,5.0
"Lenovo ThinkPad X1 Carbon Gen 12 14"" laptop 21KC005XMX (black paint)",31995,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,5.0
"Lenovo ThinkPad X13 2-in-1 Gen 5 13.3"" laptop 21LW0018MX (svart)",22490,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,9.0
"Lenovo ThinkPad X13 2-in-1 Gen 5 13.3"" laptop 21LW001CMX (svart)",22490,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,9.0
"Lenovo ThinkPad X13 2-in-1 Gen 5 13.3"" laptop 21LW001LMX (svart)",26495,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,9.0
"Lenovo ThinkPad X13 Gen 5 13.3"" laptop 21LU0013MX (svart)",22995,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor unknown_gpu,9.0
"Lenovo ThinkPad X13 Gen 5 13.3"" laptop 21LU0024MX (svart)",20595,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor unknown_gpu,9.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 5-340/16GB/512/OLED 14"" bärbar dator (+pen)",11990,AMD Ryzen™ AI 5 processor,"16GB LPDDR5X RAM, 512 GB, M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen™ AI 5 processor unknown_gpu,7.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 5-340/16GB/512/OLED 14"" bärbar dator (+pen)",11990,AMD Ryzen™ AI 5 processor,"16GB LPDDR5X RAM, 512 GB, M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen™ AI 5 processor unknown_gpu,7.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 5-340/16GB/512/OLED 14"" bärbar dator (+pen)",11990,AMD Ryzen™ AI 5 processor,"16GB LPDDR5X RAM, 512 GB, M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen™ AI 5 processor unknown_gpu,7.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 5-340/16GB/512/OLED 14"" bärbar dator (+pen)",11990,AMD Ryzen™ AI 5 processor,"16GB LPDDR5X RAM, 512 GB, M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen™ AI 5 processor unknown_gpu,7.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 7-350/32GB/1024/OLED 14"" bärbar dator (+pen)",13995,AMD Ryzen™ AI 7 processor,"32GB LPDDR5X RAM, 1024 GB, M.2 SSD",,unknown_gpu,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 processor unknown_gpu,7.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 7-350/32GB/1024/OLED 14"" bärbar dator (+pen)",13995,AMD Ryzen™ AI 7 processor,"32GB LPDDR5X RAM, 1024 GB, M.2 SSD",,unknown_gpu,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 processor unknown_gpu,7.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 7-350/32GB/1024/OLED 14"" bärbar dator (+pen)",13995,AMD Ryzen™ AI 7 processor,"32GB LPDDR5X RAM, 1024 GB, M.2 SSD",,unknown_gpu,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 processor unknown_gpu,7.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 7-350/32GB/1024/OLED 14"" bärbar dator (+pen)",13995,AMD Ryzen™ AI 7 processor,"32GB LPDDR5X RAM, 1024 GB, M.2 SSD",,unknown_gpu,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 processor unknown_gpu,7.0
"Lenovo Yoga 7 R5-8HS/16/512 14"" bärbar dator",11996,AMD Ryzen™ 5 8640HS processor,"16GB LPDDR5 RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen™ 5 8640HS processor unknown_gpu,7.0
"Lenovo Yoga 7 R7-8HS/16/1000 14"" bärbar dator",13996,AMD Ryzen™ 7 8840HS processor,"16GB LPDDR5 RAM, 1TB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16384.0,AMD Ryzen™ 7 8840HS processor unknown_gpu,7.0
"Lenovo Yoga 7 R7-8HS/16/1000/OLED/M365 14"" bärbar dator",14995,AMD Ryzen™ 7 8840HS processor,"16GB LPDDR5 RAM, 1TB SSD",,unknown_gpu,Elgiganten,16.0,16384.0,AMD Ryzen™ 7 8840HS processor unknown_gpu,7.0
"Lenovo Yoga Pro 7 R7-8HS/16/512 14.5"" bärbar dator",11996,AMD Ryzen™ 7 8845HS processor,"16GB LPDDR5 RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen™ 7 8845HS processor unknown_gpu,7.0
"Lenovo Yoga Pro 9 Ultra-7/16/1TB/4060 16"" bärbar dator",22496,Intel® Core™ Ultra 7 155H-processor,"16 GB LPDDR5 RAM-minne, 1 TB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16384.0,Intel® Core™ Ultra 7 155H-processor unknown_gpu,9.0
"Lenovo Yoga Slim 7 14"" bärbar dator AI 7-350/16GB/512/OLED",11995,AMD Ryzen™ AI 7 350 processor,"16 GB LPDDR5X RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,AMD Ryzen™ AI 7 350 processor unknown_gpu,7.0
"Lenovo Yoga Slim 7 14"" bärbar dator AI 7-350/32GB/512/OLED",12995,AMD Ryzen™ AI 7 350 processor,"32 GB LPDDR5X RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 350 processor unknown_gpu,7.0
"Lenovo Yoga Slim 7 14IMH9 Ultra 7-155H/16GB/512/OLED 14"" bärbar dator",13995,Intel® Core™ Ultra 7 155H processor,"16GB LPDDR5X RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Intel® Core™ Ultra 7 155H processor unknown_gpu,7.0
"Lenovo Yoga Slim 7 14IMH9 Ultra 7-155H/32GB/512/OLED 14"" bärbar dator",14995,Intel® Core™ Ultra 7 155H processor,"32GB LPDDR5X RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,32.0,32.0,Intel® Core™ Ultra 7 155H processor unknown_gpu,9.0
"Lenovo Yoga Slim 7 Ultra 5-125H/16/512 14"" bärbar dator",12996,Intel® Core™ Ultra 5 125H processor,"16GB LPDDR5X RAM, 512GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Intel® Core™ Ultra 5 125H processor unknown_gpu,7.0
"Lenovo Yoga Slim 7i 14IMH9 Ultra 5-125H/16GB/512/OLED 14"" bärbar dator",12995,Intel® Core™ Ultra 5 125H processor,"16GB LPDDR5X RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Intel® Core™ Ultra 5 125H processor unknown_gpu,7.0
"Lenovo Yoga Slim 7x 14Q8X9 Snap-10C/16GB/512/OLED 14.5"" Copilot+ PC",14990,unknown_cpu,"16 GB LPDDR5X RAM, 512 GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Lenovo Yoga Slim 7x Snap-12C/16/512 14.5"" Copilot+ PC",16995,unknown_cpu,"16GB LPDDR5X RAM, 512GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Lenovo Yoga Slim 7x Snap-12C/32/1024 14.5"" Copilot+ PC",17995,unknown_cpu,"32GB LPDDR5X RAM, 1024GB M.2 SSD",,unknown_gpu,Elgiganten,32.0,32.0,unknown_cpu unknown_gpu,0.0
MacBook Air 13 M3 10C GPU/16/1TB (Space Gray),21495,Apple M3 chip octa-core SoC,"16 GB RAM, 1TB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16384.0,Apple M3 chip octa-core SoC unknown_gpu,9.0
MacBook Air 13 M3 10C GPU/16/256GB (Midnight),18326,Apple M3 chip octa-core SoC,"16 GB RAM, 256GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip octa-core SoC unknown_gpu,9.0
MacBook Air 13 M3 16/512GB (Midnight),15990,Apple M3 chip octa-core SoC,"16 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip octa-core SoC unknown_gpu,9.0
MacBook Air 13 M3 8/512GB (Midnight),15326,Apple M3 chip octa-core SoC,"8 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,8.0,8.0,Apple M3 chip octa-core SoC unknown_gpu,9.0
MacBook Air 13 M3 8/512GB (Space Gray),15326,Apple M3 chip octa-core SoC,"8 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,8.0,8.0,Apple M3 chip octa-core SoC unknown_gpu,9.0
MacBook Air 13 M4 16/256GB (Midnight),14990,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 16/256GB (Silver),14990,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 16/256GB (Sky Blue),14990,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 16/256GB (Starlight),14990,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 16/512GB (Midnight),17889,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 16/512GB (Silver),17889,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD storage",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 16/512GB (Sky Blue),17889,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 16/512GB (Starlight),17889,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 24/512GB (Midnight),20990,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 24/512GB (Silver),20990,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 24/512GB (Sky Blue),20990,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13 M4 24/512GB (Starlight),20990,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 13.6 M3 16/256GB (Space Grey),13495,Apple M3 chip 8c CPU/8c GPU,"16GB RAM, 256GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/8c GPU unknown_gpu,9.0
MacBook Air 13.6 M3 24/512GB (Midnight),18490,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 13.6 M3 24/512GB (Space Grey),18490,Apple M3 chip 8c CPU/10c GPU,"24GB RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 13.6 M3 24/512GB (Starlight),19490,Apple M3 chip 8c CPU/10c GPU,"24GB RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15 M2/8/512 2023 (Space Gray),18519,Apple M2 8-kärnig CPU 10-kärnig GPU,"8 GB RAM,  512 GB SSD",,unknown_gpu,Elgiganten,8.0,8.0,Apple M2 8-kärnig CPU 10-kärnig GPU unknown_gpu,9.0
MacBook Air 15 M3/16GB/512GB (Midnight),19495,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 512GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15 M3/16GB/512GB (Space Gray),19495,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 512GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15 M3/16GB/512GB (Starlight),19490,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 512GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15 M3/8GB/256GB (Midnight),17886,Apple M3 chip 8c CPU/10c GPU,"8GB RAM, 256GB SSD lagring",,unknown_gpu,Elgiganten,8.0,8.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15 M3/8GB/512GB (Midnight),18986,Apple M3 chip 8c CPU/10c GPU,"8GB RAM, 512GB SSD lagring",,unknown_gpu,Elgiganten,8.0,8.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15 M3/8GB/512GB (Silver),18986,Apple M3 chip 8c CPU/10c GPU,"8GB RAM, 512GB SSD lagring",,unknown_gpu,Elgiganten,8.0,8.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15 M3/8GB/512GB (Space Gray),18986,Apple M3 chip 8c CPU/10c GPU,"8GB RAM, 512GB SSD lagring",,unknown_gpu,Elgiganten,8.0,8.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15 M4 16/256GB (Midnight),17990,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 16/256GB (Silver),17990,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 16/256GB (Sky Blue),17990,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 16/256GB (Starlight),17990,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 16/512GB (Midnight),20990,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 16/512GB (Silver),20990,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 16/512GB (Sky Blue),20990,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
