Name,Price,CPU,RAM,Storage,GPU,Retailer,RAM_GB,Storage_GB,TextFeatures,Cluster
"Lenovo V15 G4 15,6"" Full HD",6613,Ryzen 5-7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5-7520U Radeon 610M,7.0
"HP Laptop 15-fd0054no 15,6"" FHD",9490,Core i5-1334U,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-1334U Iris Xe Graphics,7.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",9988,Ryzen 5-7535HS,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5-7535HS unknown_gpu,7.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",9988,Ryzen 5-7535HS,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5-7535HS unknown_gpu,7.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",9988,Ryzen 5-7535HS,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5-7535HS unknown_gpu,7.0
"Lenovo ThinkPad P16 G2 16"" Workstation WQXGA",38625,Core i7-13700HX,32GB RAM,1TB SSD,NVIDIA RTX A2000,Komplett,32.0,1024.0,Core i7-13700HX NVIDIA RTX A2000,5.0
"MSI Modern 15 B7M 15,6"" FHD",9990,Ryzen 7 7730U,16 GB RAM,512 GB SSD,Radeon Graphics,Komplett,16.0,512.0,Ryzen 7 7730U Radeon Graphics,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12488,Ryzen 7 7735U,16 GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Ryzen 7 7735U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12488,Ryzen 7 7735U,16 GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Ryzen 7 7735U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12488,Ryzen 7 7735U,16 GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Ryzen 7 7735U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12488,Ryzen 7 7735U,16 GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Ryzen 7 7735U unknown_gpu,7.0
"Lenovo ThinkPad T16 G3 16"" WUXGA",19988,Core U7-155U,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U7-155U unknown_gpu,9.0
"Lenovo ThinkPad T16 G3 16"" WUXGA",19988,Core U7-155U,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U7-155U unknown_gpu,9.0
"Lenovo V15 G4 15,6"" Full HD",7488,Core i5-1335U,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-1335U Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",7488,Core i5-1335U,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-1335U Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",7488,Core i5-1335U,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-1335U Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",7488,Core i5-1335U,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-1335U Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",7488,Core i5-1335U,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-1335U Iris Xe Graphics,7.0
"Asus ROG Strix 16"" WQXGA 240 Hz",37990,Core Ultra 9 275HX,32 GB RAM,1 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,1024.0,Core Ultra 9 275HX GeForce RTX 5070 Ti,5.0
Macbook Pro 14 M4 (2024) 1TB (rymdsvart),28595,Apple 10-core GPU,24GB RAM,1TB SSD,unknown_gpu,Komplett,24.0,1024.0,Apple 10-core GPU unknown_gpu,9.0
Macbook Pro 14 M4 (2024) 1TB (rymdsvart),28595,Apple 10-core GPU,24GB RAM,1TB SSD,unknown_gpu,Komplett,24.0,1024.0,Apple 10-core GPU unknown_gpu,9.0
"Lenovo ThinkPad P14s G5 14"" Workstation WUXGA",26863,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX A500,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX A500,5.0
"Lenovo ThinkPad P14s G5 14"" Workstation WUXGA",26863,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX A500,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX A500,9.0
"HP EliteBook X Flip G1i 14"" WUXGA Touch Copilot+ PC",32229,Core Ultra 7 258V,32 GB RAM,1 TB SSD,Arc Graphics,Komplett,32.0,1024.0,Core Ultra 7 258V Arc Graphics,5.0
"HP EliteBook X Flip G1i 14"" WUXGA Touch Copilot+ PC",32229,Core Ultra 7 258V,32 GB RAM,1 TB SSD,Arc Graphics,Komplett,32.0,1024.0,Core Ultra 7 258V Arc Graphics,5.0
"Lenovo ThinkPad P16s G3 16"" Workstation WUXGA",23113,Core U7-155H,16GB RAM,512GB SSD,NVIDIA RTX A500,Komplett,16.0,512.0,Core U7-155H NVIDIA RTX A500,9.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 15"" QHD Touch",24988,Core Ultra 7 266V,16 GB RAM,256 GB SSD,Arc Graphics,Komplett,16.0,256.0,Core Ultra 7 266V Arc Graphics,9.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 15"" QHD Touch",24988,Core Ultra 7 266V,16 GB RAM,256 GB SSD,Arc Graphics,Komplett,16.0,256.0,Core Ultra 7 266V Arc Graphics,5.0
"HP EliteBook X Flip G1i 14"" WUXGA Touch Copilot+ PC",26092,Core Ultra 5 228V,32 GB RAM,512 GB SSD,Arc Graphics,Komplett,32.0,512.0,Core Ultra 5 228V Arc Graphics,5.0
"HP EliteBook X Flip G1i 14"" WUXGA Touch Copilot+ PC",26092,Core Ultra 5 228V,32 GB RAM,512 GB SSD,Arc Graphics,Komplett,32.0,512.0,Core Ultra 5 228V Arc Graphics,5.0
"Microsoft Surface Laptop 7 Copilot+ PC 13,8"" Touch",27499,unknown_cpu,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,unknown_cpu unknown_gpu,0.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",44988,Core U7-165H,64GB RAM,1TB SSD,NVIDIA RTX 2000 ADA,Komplett,64.0,1024.0,Core U7-165H NVIDIA RTX 2000 ADA,5.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",44988,Core U7-165H,64GB RAM,1TB SSD,NVIDIA RTX 2000 ADA,Komplett,64.0,1024.0,Core U7-165H NVIDIA RTX 2000 ADA,5.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",40613,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX 2000 ADA,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX 2000 ADA,5.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",40613,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX 2000 ADA,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX 2000 ADA,5.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",34363,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX 2000 Ada,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX 2000 Ada,5.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",34363,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX 2000 Ada,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX 2000 Ada,5.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",34363,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX 2000 Ada,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX 2000 Ada,5.0
"Microsoft Surface Laptop Copilot+ PC C12 13,8"" touch (svart)",19490,unknown_cpu,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"Lenovo ThinkPad P16 G2 16"" Workstation WQXGA",43113,Core i9-13980HX,64GB RAM,1TB SSD,NVIDIA RTX A2000,Komplett,64.0,1024.0,Core i9-13980HX NVIDIA RTX A2000,5.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",28738,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX A500,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX A500,5.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",28738,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX A500,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX A500,5.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",28738,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX A500,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX A500,5.0
"Lenovo ThinkPad P16 G2 16"" Workstation WQXGA",55613,Core i9-13980HX,64GB RAM,1TB SSD,NVIDIA RTX A4000,Komplett,64.0,1024.0,Core i9-13980HX NVIDIA RTX A4000,5.0
"Microsoft Surface Pro 10 for Business 13"" Touch (Black)",23499,Core Ultra 5 135U,16GB RAM,512GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 5 135U Arc Graphics,9.0
"Microsoft Surface Pro Copilot+ PC 11"" Touch",18749,unknown_cpu,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 15"" QHD Touch",33738,Core U7-268V,32GB RAM,1GB SSD,Arc Graphics,Komplett,32.0,1.0,Core U7-268V Arc Graphics,9.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 15"" QHD Touch",33738,Core U7-268V,32GB RAM,1GB SSD,Arc Graphics,Komplett,32.0,1.0,Core U7-268V Arc Graphics,5.0
"Lenovo ThinkPad T14s G6 14"" Full HD+ Copilot+ PC",24988,Ryzen AI 7 Pro 360,32GB RAM,1TB SSD,unknown_gpu,Komplett,32.0,1024.0,Ryzen AI 7 Pro 360 unknown_gpu,9.0
"Lenovo ThinkPad X1 Carbon G13 14"" 2.8K OLED Aura Copilot+ PC",32488,Core U7-258V,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U7-258V unknown_gpu,5.0
"Microsoft Surface Pro 11 Copilot+ PC 13"" OLED Touch",22499,unknown_cpu,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"Samsung Galaxy Book4 Ultra 16"" WQXGA+ Inkl. Samsung 27"" 27A60P skärm",43990,Core Ultra 9 185H,32 GB RAM,1 TB SSD,GeForce RTX 4070,Komplett,32.0,1024.0,Core Ultra 9 185H GeForce RTX 4070,5.0
Macbook Pro 14 M4 (2024) 1TB (silver),26990,Apple 10-core GPU,24GB RAM,1TB SSD,unknown_gpu,Komplett,24.0,1024.0,Apple 10-core GPU unknown_gpu,9.0
Macbook Pro 14 M4 (2024) 1TB (silver),26990,Apple 10-core GPU,24GB RAM,1TB SSD,unknown_gpu,Komplett,24.0,1024.0,Apple 10-core GPU unknown_gpu,9.0
"Asus ROG Zephyrus G14 14"" 3K OLED",41490,Ryzen AI 9 HX 370,32 GB RAM,1 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,1024.0,Ryzen AI 9 HX 370 GeForce RTX 5070 Ti,5.0
Macbook Pro 14 M4 (2024) 1TB (rymdsvart),25790,Apple 10-core GPU,16GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Apple 10-core GPU unknown_gpu,9.0
Macbook Pro 14 M4 (2024) 1TB (rymdsvart),25790,Apple 10-core GPU,16GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Apple 10-core GPU unknown_gpu,9.0
"HP EliteBook 640 G10 14"" Full HD",13628,Core i5-1335U,16GB RAM,512GB SSD,Iris Xe,Komplett,16.0,512.0,Core i5-1335U Iris Xe,7.0
Macbook Air 15 (2024) 512GB (silver),18590,Apple 10-Core GPU,16GB RAM,512GB  SSD,unknown_gpu,Komplett,16.0,512.0,Apple 10-Core GPU unknown_gpu,9.0
MacBook Air 13 (2022) 512GB (midnatt),13540,Apple 10-Core GPU,8GB RAM,512GB SSD,unknown_gpu,Komplett,8.0,512.0,Apple 10-Core GPU unknown_gpu,9.0
MacBook Air 13 (2022) 512GB (rymdgrå),13540,Apple 10-Core GPU,8GB RAM,512GB SSD,unknown_gpu,Komplett,8.0,512.0,Apple 10-Core GPU unknown_gpu,9.0
"Asus Chromebook CX1 15,6"" FHD",2999,unknown_cpu,4 GB RAM,64 GB eMMC,unknown_gpu,Komplett,4.0,64.0,unknown_cpu unknown_gpu,3.0
"Asus VivoBook 14 D1407KA 14"" WUXGA",9990,Ryzen AI 5 340,16 GB RAM,512 GB SSD,Radeon Graphics,Komplett,16.0,512.0,Ryzen AI 5 340 Radeon Graphics,7.0
"MSI Summit E13 AI Evo 13,3"" FHD Touch",24490,Core Ultra 7 258V,32 GB RAM,1 TB SSD,Arc Graphics,Komplett,32.0,1024.0,Core Ultra 7 258V Arc Graphics,9.0
"ASUS Vivobook S14 14"" WUXGA OLED",13990,Core Ultra 5 226V,16 GB RAM,512 GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 5 226V Arc Graphics,7.0
"HP OmniBook X Laptop 14-fe0052no 14"" 2.2K Touch",9990,unknown_cpu,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,unknown_cpu unknown_gpu,0.0
"MSI Stealth 18 HX AI 18"" QHD+",41990,Core Ultra 9 285HX,32 GB RAM,2 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,2048.0,Core Ultra 9 285HX GeForce RTX 5070 Ti,5.0
"MSI Venture 14 AI A1M 14"" 2.8K OLED",12990,Core Ultra 5 125H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core Ultra 5 125H unknown_gpu,7.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",11238,Core U5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",11238,Core U5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",11238,Core U5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo IdeaPad Pro 5 14"" 2.8K OLED",15490,Ryzen 7 8845HS,16 GB RAM,1 TB SSD,GeForce RTX 3050,Komplett,16.0,1024.0,Ryzen 7 8845HS GeForce RTX 3050,7.0
"HP EliteBook 840 G11 14"" WUXGA",18898,Core Ultra 5 125H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core Ultra 5 125H unknown_gpu,9.0
"HP EliteBook 840 G11 14"" WUXGA",18898,Core Ultra 5 125H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core Ultra 5 125H unknown_gpu,9.0
"HP EliteBook 1040 G11 14"" WUXGA Touch",26875,Core U5-125H,32GB RAM,1TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U5-125H unknown_gpu,5.0
Macbook Pro 16 M4 Pro (2024) 512GB (rymdsvart),34990,Apple 20-core GPU,24GB RAM,512GB SSD,unknown_gpu,Komplett,24.0,512.0,Apple 20-core GPU unknown_gpu,5.0
"MSI Prestige 14 AI Studio 14"" WUXGA",18990,Core Ultra 7 155H,32 GB RAM,1 TB SSD,GeForce RTX 3050,Komplett,32.0,1024.0,Core Ultra 7 155H GeForce RTX 3050,9.0
"HP ProBook 460 G11 16"" WUXGA",13161,Core U5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"HP ProBook 460 G11 16"" WUXGA",13161,Core U5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,9.0
"HP ZBook Firefly 16 G11 16"" Mobile Workstation WUXGA",26511,Core Ultra 7 155H,32 GB RAM,1 TB SSD,NVIDIA RTX A500,Komplett,32.0,1024.0,Core Ultra 7 155H NVIDIA RTX A500,5.0
"HP ZBook Firefly 16 G11 16"" Mobile Workstation WUXGA",26511,Core Ultra 7 155H,32 GB RAM,1 TB SSD,NVIDIA RTX A500,Komplett,32.0,1024.0,Core Ultra 7 155H NVIDIA RTX A500,5.0
"Asus ROG Strix G18 18"" WQXGA 240 Hz",39990,Core Ultra 9 275HX,32 GB RAM,1 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,1024.0,Core Ultra 9 275HX GeForce RTX 5070 Ti,5.0
"Lenovo ThinkPad L13 G5 13,3"" WUXGA",16238,Core U7-155U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,9.0
"Lenovo ThinkPad L13 G5 13,3"" WUXGA",16238,Core U7-155U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"MSI Summit A16 AI+ 16"" QHD+ Touch",26490,Ryzen AI 9 365,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,Ryzen AI 9 365 unknown_gpu,5.0
"Lenovo ThinkPad T14 G5 14"" WUXGA",22488,Core U7-155U,32GB RAM,1TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U7-155U unknown_gpu,9.0
"Lenovo ThinkPad T14 G5 14"" WUXGA",22488,Core U7-155U,32GB RAM,1TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U7-155U unknown_gpu,9.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12863,Core U7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155H unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12863,Core U7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155H unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12863,Core U7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155H unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12863,Core U7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155H unknown_gpu,7.0
"Acer Chromebook 314 CB314 14"" FHD",3490,Intel N100,4 GB RAM,128 GB SSD,unknown_gpu,Komplett,4.0,128.0,Intel N100 unknown_gpu,3.0
"Lenovo ThinkPad P14s G5 14"" Workstation WUXGA",23113,Ryzen 7 Pro 8840HS,32GB RAM,1TB SSD,Radeon 780M,Komplett,32.0,1024.0,Ryzen 7 Pro 8840HS Radeon 780M,5.0
"Lenovo ThinkPad P14s G5 14"" Workstation WUXGA",23113,Ryzen 7 Pro 8840HS,32GB RAM,1TB SSD,Radeon 780M,Komplett,32.0,1024.0,Ryzen 7 Pro 8840HS Radeon 780M,9.0
"Lenovo ThinkBook 16 G7 16"" WUXGA",11238,Core U5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkBook 16 G7 16"" WUXGA",11238,Core U5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488,Core U5-125U,16 GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488,Core U5-125U,16 GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488,Core U5-125U,16 GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488,Core U5-125U,16 GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",9988,Ryzen 5 7535U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 7535U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",9988,Ryzen 5 7535U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 7535U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",9988,Ryzen 5 7535U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 7535U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",9988,Ryzen 5 7535U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 7535U unknown_gpu,7.0
"Lenovo ThinkPad T14s G5 14"" WUXGA",19988,Core U5-125U,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core U5-125U Iris Xe Graphics,9.0
"Lenovo ThinkPad T14s G5 14"" WUXGA",19988,Core U5-125U,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core U5-125U Iris Xe Graphics,9.0
"Microsoft Surface Pro Copilot+ PC C10 13"" touch (svart)",16990,unknown_cpu,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Laptop Copilot+ PC C10 13,8"" touch (svart)",16990,unknown_cpu,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",39988,Core U9-185H,32GB RAM,1TB SSD,NVIDIA RTX 3000 Ada,Komplett,32.0,1024.0,Core U9-185H NVIDIA RTX 3000 Ada,5.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",39988,Core U9-185H,32GB RAM,1TB SSD,NVIDIA RTX 3000 Ada,Komplett,32.0,1024.0,Core U9-185H NVIDIA RTX 3000 Ada,5.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",39988,Core U9-185H,32GB RAM,1TB SSD,NVIDIA RTX 3000 Ada,Komplett,32.0,1024.0,Core U9-185H NVIDIA RTX 3000 Ada,5.0
"Microsoft Surface Laptop C12 Copilot+ PC 15"" touch (svart)",20990,unknown_cpu,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Pro C12 Copilot+ PC 13"" OLED touch (svart)",20990,unknown_cpu,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"HP ZBook Fury G11 16"" Mobile Workstation WUXGA",42907,Core i7-14700HX,32GB RAM,1TB SSD,NVIDIA RTX 2000 Ada,Komplett,32.0,1024.0,Core i7-14700HX NVIDIA RTX 2000 Ada,5.0
"Acer Aspire Lite 14"" WUXGA",6490,Core 3 N355,8 GB RAM,512 GB SSD,unknown_gpu,Komplett,8.0,512.0,Core 3 N355 unknown_gpu,3.0
"Acer Aspire Lite 17"" FHD",5290,Intel N150,4 GB RAM,128 GB SSD,unknown_gpu,Komplett,4.0,128.0,Intel N150 unknown_gpu,3.0
"Acer Aspire Lite 17"" FHD",5290,Intel N150,4 GB RAM,128 GB SSD,unknown_gpu,Komplett,4.0,128.0,Intel N150 unknown_gpu,3.0
"Acer Aspire Lite 17"" FHD",7290,Core i3-N355,8 GB RAM,512 GB SSD,unknown_gpu,Komplett,8.0,512.0,Core i3-N355 unknown_gpu,3.0
"Acer Aspire Lite 17"" FHD",7290,Core i3-N355,8 GB RAM,512 GB SSD,unknown_gpu,Komplett,8.0,512.0,Core i3-N355 unknown_gpu,3.0
"MSI Katana 15 HX 15,6"" QHD",21990,Core i9-14900HX,16 GB RAM,1 TB SSD,GeForce RTX 5070,Komplett,16.0,1024.0,Core i9-14900HX GeForce RTX 5070,9.0
"Lenovo V14 G4 14"" Full HD",6863,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon 610,Komplett,16.0,512.0,Ryzen 5 7520U Radeon 610,7.0
"Lenovo V14 G4 14"" Full HD",6863,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon 610,Komplett,16.0,512.0,Ryzen 5 7520U Radeon 610,7.0
"MSI Cyborg 15 B2RWFKG 15,6"" FHD",16990,Core 5 210H,16 GB RAM,1 TB SSD,GeForce RTX 5060,Komplett,16.0,1024.0,Core 5 210H GeForce RTX 5060,9.0
"Lenovo ThinkBook 16 G7 16"" WUXGA",10613,Ryzen 5-7335HS,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5-7335HS unknown_gpu,7.0
"Lenovo ThinkBook 16 G7 16"" WUXGA",10613,Ryzen 5-7335HS,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5-7335HS unknown_gpu,7.0
"Lenovo ThinkPad T14s G5 14"" WUXGA",24363,Core U7-155U,32GB RAM,1TB SSD,Iris Xe,Komplett,32.0,1024.0,Core U7-155U Iris Xe,9.0
"Lenovo ThinkPad T14s G5 14"" WUXGA",24363,Core U7-155U,32GB RAM,1TB SSD,Iris Xe,Komplett,32.0,1024.0,Core U7-155U Iris Xe,9.0
"Lenovo ThinkPad T16 G3 16"" WUXGA",17488,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,9.0
"Lenovo ThinkPad T16 G3 16"" WUXGA",17488,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,9.0
"HP ZBook Firefly 14 G11 14"" Mobile Workstation Touch",26699,Core Ultra 7-155H,32GB RAM,1TB SSD,Arc Graphics,Komplett,32.0,1024.0,Core Ultra 7-155H Arc Graphics,5.0
"Lenovo ThinkPad T14 G5 14"" WUXGA",17488,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,9.0
"Lenovo ThinkPad T14 G5 14"" WUXGA",17488,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,9.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",11238,Ryzen 5 7335HS,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 7335HS unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",11238,Ryzen 5 7335HS,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 7335HS unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",11238,Ryzen 5 7335HS,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 7335HS unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",11238,Ryzen 5 7335HS,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 7335HS unknown_gpu,7.0
"HP ProBook 465 G11 16"" Full HD",12096,Ryzen 5 7535U,16GB RAM,512GB SSD,Radeon 660M,Komplett,16.0,512.0,Ryzen 5 7535U Radeon 660M,7.0
