Cluster,Elgiganten_N,Komplett_N,Elgiganten_Mean,Komplett_Mean,T-Statistic,P-Value,Significant
1.0,38,77,23961.13157894737,25193.324675324675,-1.3598476207319947,0.17782237336182544,False
3.0,35,20,12575.857142857143,14196.15,-0.8442154834019973,0.40434871161574604,False
6.0,57,38,7067.2807017543855,6971.684210526316,0.2018684080728636,0.8404605402624221,False
7.0,4,58,38242.25,40304.53448275862,-1.022638488193672,0.3427433772883041,False
8.0,48,70,10482.354166666666,11016.957142857143,-0.9494215912283487,0.3443969178241074,False
9.0,60,89,17599.266666666666,15158.258426966293,4.781538370636557,4.26852799296536e-06,True
